#,Name,Team,POS,R/L,G,GS,QS,TBF,IP,W,L,SV,HLD,ERA,SIERA,WHIP,K,BB,H,HBP,ER,R,HR,GB%,FB%,LD%,BABIP,RazzID
385,Bryan Abreu,HOU,RP,R,52.8,0.0,0.0,220.7,52.8,3.0,2.2,0,16,3.27,3.31,1.20,71.4,23.4,39.8,2.5,19.3,20.9,5,40.8,39.7,19.4,0.286,650556
386,Brusdar Graterol,LAD,RP,R,52.8,0.0,0.0,222.9,52.8,2.9,2.3,3,13,3.53,3.50,1.24,47.8,15.3,50.3,2.8,21.1,23.3,5,53.4,27.3,19.3,0.295,660813
387,Ian Gibaut,CIN,RP,R,52.8,0.0,0.0,227.8,52.8,2.6,2.6,0,16,4.58,4.69,1.41,50.8,22.3,51.9,2.3,25.2,27.1,8,42.1,38.0,19.8,0.299,664139
388,Carmen Mlodzinski,PIT,RP,R,52.8,0.0,0.0,227.6,52.8,2.5,2.6,0,16,4.30,4.37,1.35,47.9,21.8,49.7,2.0,25.2,27.1,7,41.0,39.2,19.8,0.290,669387
389,Carlos Hernandez,KC,RP,R,52.8,0.0,0.0,223.9,52.8,2.7,2.5,0,16,4.06,4.12,1.27,53.8,21.1,45.8,2.0,23.3,25.0,6,36.2,44.6,19.2,0.286,672578
390,Kai-Wei Teng,SF,SP,R,26.4,6.6,2.6,217.4,52.8,2.7,3.1,0,2,4.40,5.05,1.54,47.9,23.4,57.9,4.0,26.6,28.6,6,44.6,34.3,21.1,0.309,678906
391,Huascar Ynoa,ATL,SP,R,21.1,7.9,3.5,224.7,52.7,3.5,2.2,0,1,4.13,4.04,1.30,54.5,18.8,49.8,2.2,23.9,25.9,7,44.6,35.7,19.7,0.299,660623
392,Hayden Wesneski,CHC,RP,R,29.0,2.6,1.1,221.4,52.6,2.7,2.7,0,3,4.03,4.13,1.25,50.9,17.1,48.8,2.3,23.6,25.4,7,40.9,39.2,19.9,0.287,669713
393,Mitch White,TOR,RP,R,42.1,1.6,0.6,224.3,52.6,2.7,2.6,0,4,4.11,4.28,1.32,49.2,18.3,51.4,2.1,24.5,26.4,7,41.4,38.6,20.0,0.297,669952
394,Shawn Dubin,HOU,RP,R,39.7,2.9,1.0,218.5,52.1,2.8,2.5,0,4,4.04,4.38,1.38,54.3,21.4,50.5,2.4,23.5,25.4,7,43.1,37.1,19.8,0.298,681869
395,Andrew Kittredge,STL,RP,R,64.8,0.0,0.0,220.6,51.8,2.6,2.5,0,6,4.09,4.16,1.30,42.6,15.2,51.9,2.2,24.0,25.9,6,45.3,34.9,19.8,0.296,12828
396,Andrew Chafin,DET,RP,L,64.8,0.0,0.0,223.1,51.8,2.6,2.5,3,16,3.85,4.02,1.32,54.3,21.8,46.6,2.1,22.4,24.2,6,42.2,37.5,20.3,0.295,12988
397,Danny Coulombe,BAL,RP,L,64.8,0.0,0.0,220.4,51.8,2.7,2.4,3,16,3.82,3.99,1.28,50.8,18.0,48.1,2.0,22.0,23.9,7,41.9,37.7,20.4,0.292,13293
398,Brooks Raley,NYM,RP,L,64.8,0.0,0.0,223.4,51.8,2.6,2.5,3,16,3.90,4.05,1.31,54.2,20.2,47.7,3.2,23.1,24.9,7,41.6,37.8,20.6,0.290,548384
399,Yunior Marte,PHI,RP,R,51.8,0.0,0.0,223.4,51.8,2.6,2.5,0,5,4.13,4.37,1.38,48.9,21.4,50.1,2.4,23.5,25.5,6,46.1,34.3,19.6,0.303,628708
400,Tim Mayza,TOR,RP,L,64.8,0.0,0.0,218.9,51.8,2.8,2.3,0,19,3.41,3.68,1.29,51.2,17.4,49.3,2.0,20.0,22.1,5,52.2,27.8,20.0,0.306,641835
401,Gabe Speier,SEA,RP,L,64.8,0.0,0.0,217.9,51.8,2.7,2.4,0,19,3.49,3.53,1.21,55.7,15.9,46.6,2.5,20.5,22.4,6,46.7,33.6,19.8,0.291,642100
402,Kyle Nelson,ARI,RP,L,64.8,0.0,0.0,222.4,51.8,2.6,2.5,0,16,4.06,4.42,1.36,51.7,21.3,48.9,2.2,23.5,25.3,6,39.5,40.2,20.4,0.303,669459
403,Cionel Perez,BAL,RP,L,64.8,0.0,0.0,222.7,51.8,2.7,2.4,0,17,3.77,4.11,1.39,49.3,23.6,48.3,2.1,21.7,23.8,5,48.9,31.3,19.8,0.303,672335
404,Hunter Gaddis,CLE,RP,R,37.2,3.2,1.0,223.7,51.8,2.4,3.0,0,3,4.73,4.88,1.30,45.8,16.3,51.2,3.0,27.5,29.1,9,31.7,48.3,20.0,0.276,683769
405,Eduard Bazardo,SEA,RP,R,47.0,0.0,0.0,222.5,51.7,2.5,2.6,0,5,4.23,4.29,1.29,48.4,17.2,49.5,2.5,24.7,26.6,7,40.8,39.3,19.9,0.282,660825
406,Ken Waldichuk,OAK,SP,L,16.4,8.2,3.2,224.9,51.7,2.3,3.3,0,1,4.35,4.66,1.40,48.9,22.9,49.4,2.9,25.9,27.7,7,39.5,40.3,20.1,0.293,686610
407,Jordan Romano,TOR,RP,R,51.5,0.0,0.0,216.8,51.5,2.7,2.4,25,3,3.64,3.61,1.22,59.4,20.0,42.6,2.1,21.2,22.9,6,39.3,41.2,19.6,0.278,605447
408,Michael Grove,LAD,RP,R,42.1,1.6,0.6,214.6,51.5,2.8,2.3,0,8,3.77,3.83,1.23,55.1,15.1,48.0,1.9,22.0,23.7,7,39.5,40.9,19.6,0.297,675627
409,Kenley Jansen,BOS,RP,R,56.7,0.0,0.0,215.2,51.0,2.7,2.3,25,0,4.17,4.07,1.22,59.3,21.1,41.2,2.1,22.1,23.5,7,30.3,49.9,19.8,0.275,3096
410,Chris Martin,BOS,RP,R,56.7,0.0,0.0,211.0,51.0,2.7,2.3,0,17,3.78,3.78,1.20,49.0,12.1,49.1,1.9,20.0,21.8,6,46.3,34.2,19.5,0.306,455119
411,Tim Hill,CHW,RP,L,56.7,0.0,0.0,222.7,51.0,2.3,2.7,0,14,4.40,5.00,1.51,33.5,19.0,57.9,3.2,24.9,27.1,6,52.1,27.2,20.7,0.318,657612
412,Dany Jimenez,OAK,RP,R,56.7,0.0,0.0,223.9,51.0,2.3,2.7,5,14,4.24,4.28,1.37,52.4,26.1,43.6,1.9,24.9,26.7,7,37.5,42.4,20.1,0.270,666204
413,Simeon Woods Richardson,MIN,SP,R,25.1,5.3,2.0,218.7,50.3,2.5,2.9,0,2,4.60,4.87,1.45,41.2,20.5,52.4,1.8,26.6,28.5,7,41.9,37.6,20.5,0.302,680573
414,David Peterson,NYM,SP,L,16.4,8.2,3.8,214.7,50.1,2.9,2.4,0,2,3.61,4.07,1.37,52.4,20.2,48.5,2.4,20.7,22.7,5,50.3,29.5,20.3,0.315,656849
415,Bryan Mata,BOS,RP,R,32.7,4.3,1.7,219.1,49.9,2.6,2.7,0,3,4.81,5.19,1.55,44.3,25.7,51.4,2.4,24.9,26.9,6,47.2,31.5,21.2,0.321,667356
416,Glenn Otto,SD,RP,R,35.6,2.6,1.0,207.6,49.3,2.4,2.6,0,9,4.33,4.65,1.40,46.1,19.3,49.8,2.6,24.4,26.2,7,41.1,38.7,20.3,0.289,657248
417,Janson Junk,MIL,SP,R,23.8,4.0,1.4,209.6,48.9,2.3,2.8,0,2,4.87,5.16,1.39,34.6,13.0,54.9,1.8,26.2,28.0,9,40.5,39.2,20.4,0.297,676083
418,Mitch Spence,OAK,SP,R,29.2,4.9,2.0,209.5,48.8,2.3,2.9,0,2,4.21,4.52,1.38,37.3,15.4,51.8,2.2,23.7,25.7,6,48.2,30.6,21.2,0.307,687765
419,Tyler Matzek,ATL,RP,L,48.6,0.0,0.0,213.7,48.6,2.5,2.2,0,15,4.38,4.51,1.40,50.3,23.5,44.3,2.1,23.5,25.1,7,36.4,43.4,20.2,0.286,10058
420,Joely Rodriguez,BOS,RP,L,48.6,0.0,0.0,207.9,48.6,2.5,2.3,0,5,4.15,4.52,1.43,44.0,21.3,48.3,1.7,21.0,22.9,5,49.9,29.7,20.4,0.320,11487
421,Jorge Lopez,NYM,RP,R,48.6,0.0,0.0,208.4,48.6,2.4,2.3,0,12,3.91,3.96,1.30,48.0,17.1,46.2,3.1,21.7,23.5,6,47.5,32.9,19.6,0.295,14527
422,Justin Wilson,CIN,RP,L,48.6,0.0,0.0,209.4,48.6,2.4,2.4,0,5,4.47,4.72,1.41,47.4,20.9,47.5,2.0,22.6,24.4,7,41.7,38.2,20.1,0.298,4301
423,Jason Adam,TB,RP,R,48.6,0.0,0.0,204.3,48.6,2.5,2.2,7,12,3.65,3.50,1.16,57.6,18.1,38.2,3.2,20.0,21.5,6,39.0,41.2,19.8,0.266,592094
424,Yency Almonte,CHC,RP,R,48.6,0.0,0.0,209.4,48.6,2.4,2.4,2,12,4.04,4.16,1.33,49.6,20.3,44.3,2.7,21.9,23.6,6,42.7,37.5,19.8,0.293,622075
425,Dillon Tate,BAL,RP,R,48.6,0.0,0.0,211.1,48.6,2.4,2.4,0,15,4.23,4.35,1.39,38.1,17.1,50.2,2.9,22.9,24.9,6,50.3,29.7,20.1,0.302,622253
426,Nick Anderson,KC,RP,R,48.6,0.0,0.0,209.0,48.6,2.3,2.5,0,15,4.56,4.70,1.32,41.2,16.6,47.6,1.8,24.1,25.7,7,35.9,44.2,19.9,0.289,623433
427,Victor Gonzalez,NYY,RP,L,48.6,0.0,0.0,209.0,48.6,2.6,2.2,0,10,3.74,4.07,1.36,47.8,20.3,45.6,2.6,20.1,22.1,5,50.2,29.9,19.8,0.301,624647
428,Sean Reid-Foley,NYM,RP,R,48.6,0.0,0.0,208.9,48.6,2.5,2.3,0,15,3.80,3.80,1.30,58.2,22.6,40.5,1.9,21.1,22.8,6,39.2,41.0,19.8,0.282,656887
429,Stephen Kolek,SD,RP,R,48.6,0.0,0.0,212.2,48.6,2.3,2.4,0,5,4.20,4.49,1.41,41.0,19.3,49.4,3.1,23.4,25.3,6,47.5,32.5,20.0,0.302,663568
430,Elvis Peguero,MIL,RP,R,48.6,0.0,0.0,209.8,48.6,2.4,2.4,0,15,4.13,4.28,1.38,44.9,19.5,47.7,2.4,22.1,24.0,6,49.5,30.7,19.8,0.300,665625
431,Anthony Bender,MIA,RP,R,48.6,0.0,0.0,207.4,48.6,2.4,2.3,0,11,3.89,3.93,1.29,50.7,18.9,43.8,2.4,20.8,22.6,5,44.3,36.1,19.6,0.297,669622
432,James Karinchak,CLE,RP,R,54.0,0.0,0.0,210.6,48.6,2.4,2.4,0,16,4.06,4.00,1.30,62.4,25.8,37.5,2.1,22.1,23.6,7,32.0,48.0,20.0,0.265,675916
433,Ryan Fernandez,STL,RP,R,48.6,0.0,0.0,209.5,48.6,2.4,2.4,0,5,4.24,4.55,1.39,41.6,18.2,49.2,1.8,23.3,25.1,6,44.3,34.5,21.2,0.305,681676
434,Justin Slaten,BOS,RP,R,48.6,0.0,0.0,212.4,48.6,2.4,2.4,0,5,4.83,5.06,1.46,46.1,23.0,48.1,1.8,24.3,26.0,7,39.4,39.3,21.3,0.307,686580
435,Mason Miller,OAK,RP,R,48.6,0.0,0.0,198.7,48.6,2.6,2.2,10,12,3.01,2.85,1.06,67.0,18.8,32.9,2.1,16.8,18.1,5,34.3,46.7,19.0,0.263,695243
436,Sixto Sanchez,MIA,RP,R,35.6,3.2,1.5,199.6,48.4,2.5,2.4,0,3,3.74,3.86,1.26,50.2,16.1,45.0,2.2,20.0,21.7,5,44.1,36.5,19.4,0.293,664350
437,Victor Vodnik,COL,RP,R,43.7,0.0,0.0,208.0,48.1,2.4,2.3,0,4,4.54,4.99,1.48,45.5,23.6,47.5,2.1,21.3,23.1,6,46.0,34.2,19.8,0.326,680767
438,Gavin Hollowell,COL,RP,R,43.6,0.0,0.0,207.4,48.0,2.3,2.4,0,8,5.15,5.34,1.42,41.6,20.8,47.3,2.7,24.1,25.7,8,36.8,43.0,20.2,0.299,668970
439,Luis Patino,SD,RP,R,35.6,2.6,0.8,205.1,48.0,2.2,2.7,0,3,4.73,5.21,1.49,40.2,21.2,50.5,2.0,25.9,27.6,8,36.7,43.3,20.0,0.285,672715
440,John Brebbia,CHW,RP,R,53.2,0.0,0.0,203.9,47.9,2.3,2.4,3,16,4.18,4.16,1.25,49.3,16.9,43.0,1.8,22.2,23.6,8,32.4,47.8,19.8,0.271,605154
441,Luke Little,CHC,RP,L,59.9,0.0,0.0,205.6,47.9,2.5,2.2,0,6,3.45,3.98,1.36,58.3,25.8,39.4,3.2,18.4,20.2,4,46.0,34.2,19.8,0.304,681432
442,Freddy Tarnok,OAK,SP,R,21.1,4.9,1.8,198.3,47.8,2.1,3.0,0,2,4.58,5.08,1.44,42.2,19.7,49.4,1.9,25.2,26.8,8,34.6,45.5,19.9,0.273,676206
443,Robert Stephenson,LAA,RP,R,52.8,0.0,0.0,199.3,47.5,2.4,2.2,7,11,3.97,3.81,1.20,56.1,17.7,39.1,1.7,20.5,21.9,7,33.3,47.2,19.5,0.270,13594
444,Jesse Chavez,ATL,RP,R,52.8,0.0,0.0,204.0,47.5,2.5,2.1,0,16,4.08,4.21,1.32,46.9,15.9,46.9,1.9,21.3,23.1,6,42.8,37.0,20.3,0.303,5448
445,Justin Topa,MIN,RP,R,52.8,0.0,0.0,204.4,47.5,2.4,2.3,2,13,3.86,4.01,1.36,40.5,16.5,48.2,2.2,21.0,23.0,5,51.3,28.8,19.9,0.308,623437
446,Dylan Covey,PHI,RP,R,42.6,0.0,0.0,203.2,46.9,2.3,2.3,0,4,4.30,4.51,1.42,38.6,18.1,48.5,2.0,22.2,24.1,6,49.1,31.0,19.9,0.306,592229
447,Jimmy Lambert,CHW,RP,R,42.6,0.0,0.0,205.5,46.9,2.1,2.5,0,4,4.77,4.94,1.44,43.4,21.7,45.6,2.0,24.8,26.4,8,36.1,43.9,20.1,0.283,669424
448,Jose Cisnero,LAA,RP,R,51.8,0.0,0.0,201.9,46.6,2.3,2.3,2,13,4.27,4.49,1.40,48.4,21.9,43.3,2.5,21.7,23.3,6,41.1,39.0,19.9,0.297,6399
449,Sam Moll,CIN,RP,L,51.5,0.0,0.0,199.5,46.4,2.4,2.2,0,11,4.10,4.37,1.38,49.0,22.1,41.9,2.6,19.8,21.5,6,45.8,34.1,20.2,0.295,14874
450,Nick Burdi,NYY,RP,R,46.2,0.0,0.0,197.5,46.2,2.4,2.1,0,9,3.86,3.85,1.25,55.8,19.9,38.0,2.5,19.8,21.2,6,37.2,43.3,19.5,0.279,595897
451,Jimmy Herget,LAA,RP,R,46.2,0.0,0.0,198.8,46.2,2.2,2.3,0,9,4.69,4.73,1.36,41.1,16.7,46.2,2.3,23.6,25.1,8,37.1,42.6,20.3,0.289,623474
452,Keynan Middleton,STL,RP,R,46.2,0.0,0.0,197.2,46.2,2.4,2.2,0,9,3.95,3.99,1.30,48.1,19.7,40.3,1.8,20.6,22.2,5,41.2,39.0,19.8,0.287,641871
453,Adrian Martinez,OAK,RP,R,46.2,0.0,0.0,198.0,46.2,2.1,2.5,0,7,4.29,4.47,1.35,38.2,15.4,47.0,2.5,22.8,24.6,6,43.9,36.2,19.9,0.299,661309
454,John King,STL,RP,L,46.2,0.0,0.0,198.4,46.2,2.4,2.2,0,14,3.82,4.22,1.42,32.6,15.7,49.9,1.9,20.0,22.1,4,56.4,23.5,20.1,0.319,667463
455,Colin Holderman,PIT,RP,R,46.2,0.0,0.0,196.4,46.2,2.4,2.2,0,14,3.74,3.90,1.31,46.3,18.7,41.7,2.1,19.2,20.9,5,45.6,34.9,19.5,0.301,670059
456,Daulton Jefferies,SF,RP,R,35.6,2.6,1.0,193.1,46.0,2.2,2.5,0,3,4.42,4.64,1.37,34.5,11.6,51.5,2.0,23.3,25.0,6,42.6,37.2,20.2,0.301,641726
457,Chayce McDermott,BAL,RP,R,35.6,2.6,1.0,198.5,46.0,2.4,2.3,0,3,4.20,4.53,1.39,47.9,21.8,42.2,2.0,21.5,23.1,6,39.6,39.3,21.1,0.296,694646
458,Pete Fairbanks,TB,RP,R,51.0,0.0,0.0,189.2,45.9,2.6,1.9,25,3,3.07,2.94,1.12,62.3,18.2,33.1,2.0,15.9,17.3,4,42.5,38.3,19.2,0.275,664126
459,Ty Blach,COL,SP,L,23.8,4.0,1.6,196.8,45.7,2.1,2.8,0,2,5.26,5.72,1.51,28.7,13.7,55.4,2.0,23.4,25.2,7,44.6,34.6,20.8,0.332,14361
460,Drew Rom,STL,SP,L,30.4,4.0,1.7,188.0,45.6,2.5,2.2,0,3,3.93,4.59,1.41,40.9,16.2,48.1,2.1,20.3,22.0,5,45.3,34.2,20.5,0.310,680723
461,Jose Butto,NYM,RP,R,29.0,2.6,1.1,196.5,45.5,2.3,2.4,0,3,4.43,4.46,1.34,40.9,16.1,44.9,2.2,23.0,24.7,7,40.0,40.0,20.0,0.285,676130
462,Kevin Kelly,TB,RP,R,41.0,0.0,0.0,194.6,45.1,2.2,2.2,0,12,4.17,4.26,1.33,38.7,15.0,45.1,3.1,21.2,23.0,5,47.4,32.2,20.4,0.295,687330
463,Ron Marinaccio,NYY,RP,R,40.9,0.0,0.0,198.8,45.0,2.2,2.2,0,10,4.48,4.55,1.40,48.7,23.6,39.3,2.9,22.4,23.9,7,37.1,42.7,20.2,0.277,676760
464,Rich Hill,FA,SP,L,16.8,5.6,2.3,189.6,44.8,4.0,4.2,0,0,4.50,4.98,1.43,38.5,15.0,48.9,2.2,22.4,24.0,7,39.6,39.5,20.8,0.305,4806
465,Hyun Jin Ryu,FA,SP,L,17.9,6.7,2.9,178.8,44.7,4.3,4.1,0,0,4.22,4.54,1.35,33.3,11.1,49.5,1.4,21.0,22.7,6,46.4,32.7,21.0,0.304,14444
466,Matt Brash,SEA,RP,R,49.7,0.0,0.0,187.2,44.7,2.4,1.9,5,12,3.15,3.47,1.25,58.8,19.3,36.6,2.0,16.0,17.5,4,44.7,35.8,19.4,0.307,666374
467,Mike Baumann,BAL,RP,R,40.5,0.0,0.0,191.6,44.6,2.2,2.1,0,6,4.03,4.18,1.34,42.8,18.8,41.1,1.8,20.0,21.7,5,43.7,36.5,19.8,0.291,657508
468,Nate Pearson,TOR,RP,R,40.5,0.0,0.0,190.8,44.6,2.2,2.1,0,4,3.93,3.97,1.28,51.0,20.5,36.6,2.0,19.9,21.3,6,35.9,44.6,19.5,0.271,663878
469,Yohan Ramirez,NYM,RP,R,40.5,0.0,0.0,197.4,44.6,2.2,2.2,0,4,4.15,4.38,1.42,45.0,20.9,42.5,3.9,21.1,22.9,5,46.5,33.6,19.9,0.300,670990
470,Nick Robertson,STL,RP,R,40.3,0.0,0.0,187.7,44.3,2.3,2.0,0,4,3.81,4.03,1.30,44.6,17.0,40.6,1.8,19.1,20.7,5,42.8,37.8,19.5,0.299,687798
471,Noah Syndergaard,FA,SP,R,9.0,9.0,3.2,192.0,44.1,2.2,2.9,0,0,5.23,5.04,1.37,29.4,10.9,49.7,2.3,25.6,27.3,8,41.3,37.9,20.8,0.296,11762
472,Noah Davis,COL,SP,R,14.8,6.6,2.3,193.7,44.0,1.8,3.2,0,1,5.81,6.32,1.58,31.4,19.5,49.8,3.4,24.9,26.6,8,39.8,40.0,20.3,0.319,663562
473,Bruce Zimmermann,BAL,SP,L,23.8,4.0,1.7,184.8,43.8,2.3,2.2,0,2,4.09,4.39,1.29,36.3,11.0,45.5,1.7,19.9,21.6,6,44.4,35.2,20.5,0.302,669145
474,Dylan Floro,WSH,RP,R,48.6,0.0,0.0,189.1,43.7,2.0,2.2,1,10,4.21,4.48,1.43,36.9,15.8,46.5,1.6,20.2,21.9,5,47.9,31.9,20.2,0.321,13394
475,Tejay Antone,CIN,RP,R,48.6,0.0,0.0,187.5,43.7,2.2,2.1,0,15,4.37,4.49,1.37,43.8,18.3,41.8,2.1,19.9,21.4,6,43.5,36.6,20.0,0.298,622088
476,Jaime Barria,CLE,RP,R,29.0,2.6,0.8,185.4,43.7,2.0,2.5,0,3,4.82,5.18,1.44,33.2,13.6,49.3,1.7,23.6,25.2,8,37.8,42.0,20.2,0.288,642545
477,Adam Cimber,LAA,RP,R,48.6,0.0,0.0,191.0,43.7,2.0,2.3,1,10,4.87,5.13,1.47,29.4,14.6,49.6,2.8,23.2,24.9,6,46.4,32.4,21.2,0.310,643256
478,Zach Jackson,OAK,RP,R,48.6,0.0,0.0,191.2,43.7,2.0,2.3,2,12,4.18,4.31,1.38,48.7,23.2,37.1,1.8,21.0,22.4,6,34.5,45.2,20.2,0.280,667427
479,Dylan Lee,ATL,RP,L,48.6,0.0,0.0,184.8,43.7,2.4,1.9,0,15,4.04,4.19,1.25,44.1,13.6,41.2,1.5,19.4,20.8,6,36.7,43.2,20.1,0.291,669276
480,Adrian Morejon,SD,RP,L,48.6,0.0,0.0,185.7,43.7,2.2,2.1,0,5,3.95,4.17,1.31,44.7,16.8,40.3,1.8,19.8,21.2,6,38.2,42.0,19.9,0.289,670970
481,Spencer Howard,SF,RP,R,39.6,0.0,0.0,185.3,43.6,2.1,2.1,0,4,3.95,3.94,1.25,45.6,15.4,39.0,1.9,19.7,21.1,6,37.7,42.5,19.8,0.287,675921
482,Beau Brieske,DET,RP,R,39.6,0.0,0.0,185.3,43.6,2.1,2.2,0,12,4.14,4.08,1.23,40.7,13.4,40.3,1.6,20.2,21.7,6,37.2,43.2,19.5,0.280,689225
483,Orion Kerkering,PHI,RP,R,54.4,0.0,0.0,183.0,43.5,2.3,2.0,0,8,3.72,3.84,1.25,47.7,16.9,37.5,1.8,17.8,19.3,5,42.1,38.4,19.4,0.289,689147
484,Osvaldo Bido,OAK,SP,R,23.8,4.0,1.5,186.0,43.0,1.9,2.7,0,2,4.48,4.82,1.39,38.1,18.2,41.8,2.9,22.2,23.7,6,38.2,41.9,20.0,0.291,674370
485,Brent Honeywell,PIT,RP,R,33.0,0.0,0.0,187.1,42.9,2.0,2.2,0,5,4.63,4.81,1.40,33.6,16.2,44.0,2.3,22.1,23.7,6,42.3,37.7,20.0,0.296,641703
486,Drew Rasmussen,TB,SP,R,14.8,6.6,3.1,178.2,42.8,2.5,2.1,0,1,3.73,3.65,1.21,42.7,12.0,39.9,1.5,18.0,19.5,5,45.8,34.4,19.8,0.292,656876
487,Andrew Wantz,LAA,RP,R,42.7,0.0,0.0,185.9,42.7,2.0,2.2,0,12,4.73,4.67,1.35,41.1,17.7,40.1,1.8,22.0,23.3,7,33.8,46.1,20.1,0.275,681806
488,Daniel Palencia,CHC,RP,R,42.7,0.0,0.0,183.4,42.7,2.1,2.1,0,4,4.01,4.16,1.32,46.6,19.8,36.6,2.3,19.1,20.5,5,38.9,41.6,19.4,0.285,694037
489,Woo-Suk Go,SD,RP,R,42.7,0.0,0.0,183.4,42.7,2.2,2.0,0,11,3.81,4.00,1.34,49.8,20.0,37.3,1.9,18.6,20.0,5,41.4,37.4,21.2,0.297,808970
490,Tommy Kahnle,NYY,RP,R,42.6,0.0,0.0,183.2,42.6,2.2,1.9,0,13,3.87,3.90,1.29,46.6,17.5,37.5,1.9,18.3,19.8,5,44.2,35.8,19.9,0.284,11384
491,Sean Newcomb,OAK,RP,L,42.6,0.0,0.0,186.4,42.6,2.0,2.2,0,4,4.05,4.37,1.42,44.0,22.9,37.7,2.1,19.9,21.5,5,42.1,37.6,20.3,0.290,16943
492,Daniel Bard,COL,RP,R,42.6,0.0,0.0,190.5,42.6,2.0,2.2,0,9,5.28,5.49,1.54,37.8,25.0,40.8,2.7,21.9,23.5,6,41.1,38.7,20.2,0.298,453268
493,Kyle Hurt,LAD,SP,R,21.1,4.9,2.2,181.6,42.3,2.6,1.9,0,2,3.82,3.90,1.33,48.3,19.6,36.7,2.1,18.3,19.9,5,45.0,35.3,19.7,0.292,669165
494,Brennan Bernardino,BOS,RP,L,52.8,0.0,0.0,179.6,42.2,2.2,1.9,0,5,3.97,4.30,1.35,41.1,16.0,40.8,2.4,17.4,19.0,5,47.3,32.4,20.3,0.314,657514
495,Luke Weaver,NYY,RP,R,32.4,0.0,0.0,176.5,42.1,2.2,1.9,0,3,3.93,4.19,1.25,42.0,10.6,41.9,1.6,18.3,19.7,6,37.1,43.2,19.7,0.301,16918
496,Casey Legumina,CIN,RP,R,38.3,0.0,0.0,183.4,42.1,2.0,2.1,0,4,4.87,5.05,1.45,37.2,17.5,43.7,1.8,21.3,22.9,7,42.0,38.0,20.0,0.301,668984
497,Kenny Rosenberg,LAA,SP,L,19.7,3.3,1.4,180.9,42.1,2.3,2.2,0,2,4.40,4.70,1.40,38.5,16.7,42.1,1.8,20.1,21.6,6,41.3,38.2,20.5,0.299,670046
498,Robert Gasser,MIL,SP,L,14.8,6.6,2.8,177.1,41.2,2.2,2.4,0,1,4.42,4.91,1.35,38.3,14.1,41.7,2.4,20.0,21.4,7,38.9,40.0,21.1,0.297,688107
499,Cole Winn,TEX,RP,R,28.6,3.1,1.1,173.6,41.0,2.0,2.3,0,3,5.24,6.02,1.66,33.6,21.0,47.2,1.7,22.9,24.4,7,40.4,38.3,21.3,0.306,668390
500,Jake Eder,CHW,SP,L,8.2,8.2,3.3,182.0,41.0,1.9,2.8,0,0,4.86,5.30,1.52,34.0,19.4,43.0,2.4,22.0,23.6,7,42.3,36.6,21.1,0.300,671109
501,Tim Herrin,CLE,RP,L,37.3,0.0,0.0,174.6,41.0,2.1,1.9,0,4,3.60,3.93,1.33,44.7,17.2,37.1,1.8,16.5,18.0,4,46.4,33.9,19.7,0.304,682120
502,Anthony Veneziano,KC,SP,L,18.5,5.3,2.1,176.6,41.0,2.0,2.4,0,1,4.75,5.07,1.42,31.8,16.1,42.2,2.1,21.1,22.6,6,40.3,39.6,20.1,0.300,685107
503,Jacob Misiorowski,MIL,SP,R,28.6,3.1,1.2,173.0,41.0,2.0,2.3,0,3,4.59,5.19,1.51,41.6,19.6,42.4,2.8,20.6,22.1,6,40.1,38.7,21.2,0.299,694819
504,Ty Madden,DET,SP,R,16.3,6.1,2.5,174.6,40.7,2.0,2.5,0,1,4.55,4.79,1.38,35.3,14.9,41.2,1.8,20.8,22.2,6,40.4,38.5,21.1,0.300,680744
505,Paul Sewald,ARI,RP,R,45.1,0.0,0.0,171.4,40.6,2.1,1.9,20,2,3.94,3.91,1.20,46.3,15.7,33.1,1.8,17.9,19.1,5,32.6,47.1,20.2,0.271,13892
506,Parker Mushinski,HOU,RP,L,40.5,0.0,0.0,174.0,40.5,2.1,1.8,0,4,3.91,4.23,1.36,39.7,15.8,39.1,2.2,17.6,19.2,5,47.1,32.7,20.2,0.305,656786
507,Riley O’Brien,STL,RP,R,40.5,0.0,0.0,176.0,40.5,2.0,1.9,0,4,4.03,4.35,1.42,38.5,19.0,38.5,2.3,18.4,20.0,4,48.4,31.1,20.5,0.307,676617
508,Daniel Hudson,LAD,RP,R,40.5,0.0,0.0,169.3,40.5,2.2,1.8,0,0,3.64,3.53,1.16,48.2,13.8,33.2,1.7,16.7,17.9,6,34.1,46.4,19.5,0.271,7146
509,Matt Sauer,KC,RP,R,34.0,1.6,0.6,175.7,40.4,1.9,2.2,0,3,4.66,5.03,1.41,34.8,16.2,40.7,2.4,20.4,21.8,6,39.8,39.0,21.2,0.306,669422
510,Caleb Thielbar,MIN,RP,L,49.7,0.0,0.0,165.8,39.8,2.1,1.8,0,15,3.51,3.52,1.15,46.4,13.4,32.4,1.4,16.0,17.2,5,34.3,45.7,20.0,0.275,573204
511,Scott Alexander,OAK,RP,L,44.1,0.0,0.0,169.4,39.7,1.9,2.0,0,9,3.79,4.09,1.37,30.3,13.7,40.8,1.6,17.3,19.0,4,53.7,26.1,20.2,0.306,10591
512,Austin Adams,OAK,RP,R,56.7,0.0,0.0,173.4,39.7,1.8,2.1,0,17,4.19,4.30,1.35,42.9,19.4,34.2,3.7,19.2,20.5,5,38.4,41.4,20.2,0.284,613534
