#,Name,Team,Bats,ESPN,YAHOO,G,PA,AB,R,HR,RBI,SB,H,1B,2B,3B,TB,SO,BB,HBP,SF,SH,CS,AVG,OBP,SLG,OPS,BABIP,RazzID
526,Jonathan Ornelas,TEX,R,SS,SS,15,46,41,4.6,0.7,4.1,0.7,9.1,6.6,1.6,0.2,13.1,12.0,3.5,0.5,0.3,0.3,0.3,0.222,0.288,0.320,0.608,0.294,680716
527,David Villar,SF,R,2B,2B/3B,15,46,40,5.2,1.7,5.1,0.4,8.6,5.3,1.4,0.1,15.3,14.1,4.4,0.8,0.3,0.2,0.2,0.214,0.301,0.384,0.685,0.280,681584
528,Vinny Capra,MIL,R,SS,SS,15,46,40,5.0,0.8,4.3,0.5,9.8,6.9,1.9,0.2,14.5,10.0,4.9,0.5,0.3,0.3,0.2,0.243,0.328,0.360,0.688,0.301,681962
529,David Hensley,HOU,R,DH,2B,15,46,40,5.1,0.7,4.2,0.8,8.6,5.7,1.9,0.2,13.1,14.0,5.2,0.3,0.3,0.3,0.3,0.216,0.308,0.330,0.638,0.312,682073
530,Kenedy Corona,HOU,R,OF,OF,15,46,42,5.2,1.3,5.1,1.3,9.2,5.8,1.9,0.2,15.3,12.8,3.3,0.4,0.3,0.3,0.5,0.221,0.281,0.368,0.648,0.284,685744
531,Adael Amador,COL,S,SS,SS,15,46,40,5.5,1.0,4.9,1.0,10.5,7.5,1.8,0.2,15.8,7.2,4.1,0.5,0.3,0.3,0.4,0.262,0.332,0.393,0.725,0.294,691182
532,Dominic Smith,FA,L,1B,1B,15,45,40,5.3,1.1,5.1,0.2,10.3,6.9,2.1,0.1,16.1,8.5,3.6,0.7,0.3,0.2,0.1,0.257,0.325,0.400,0.725,0.297,15653
533,Austin Meadows,FA,L,OF,OF,15,45,40,6.0,1.8,5.9,0.4,10.4,6.2,2.2,0.2,18.3,8.7,4.2,0.5,0.3,0.2,0.2,0.261,0.334,0.460,0.794,0.290,640457
534,Jonathan Davis,MIA,R,OF,OF,15,45,39,5.0,0.9,4.2,1.3,8.7,6.0,1.5,0.3,13.4,11.7,4.3,0.6,0.3,0.3,0.4,0.225,0.307,0.346,0.652,0.295,641505
535,Mike Ford,FA,L,DH,1B,15,45,39,5.5,1.8,5.4,0.1,8.6,5.1,1.6,0.1,15.8,12.0,4.8,0.6,0.3,0.3,0.1,0.221,0.311,0.404,0.715,0.266,645801
536,Kody Clemens,PHI,L,1B,1B,15,45,41,5.5,1.8,5.7,0.4,9.2,5.5,1.6,0.3,16.9,11.7,3.8,0.3,0.3,0.3,0.2,0.226,0.293,0.416,0.709,0.270,665019
537,Jair Camargo,MIN,R,C,C,15,45,42,4.8,1.5,5.0,0.3,8.9,5.5,1.7,0.1,15.4,15.1,2.6,0.4,0.3,0.3,0.1,0.214,0.263,0.370,0.633,0.291,665856
538,David Hamilton,BOS,L,SS,SS,15,45,40,5.1,0.9,4.5,3.0,9.1,6.1,1.8,0.3,14.1,11.3,4.5,0.3,0.4,0.3,0.9,0.228,0.307,0.354,0.661,0.292,666152
539,Jake Alu,WSH,L,OF,2B/OF,15,45,41,4.8,0.8,4.6,0.9,10.5,7.0,2.5,0.2,15.8,9.0,3.0,0.4,0.3,0.3,0.3,0.258,0.311,0.387,0.698,0.309,666906
540,Austin Martin,MIN,R,DH,SS,15,45,39,4.9,0.5,3.9,1.3,8.9,6.2,1.9,0.1,12.7,8.9,4.7,1.1,0.3,0.3,0.5,0.229,0.325,0.327,0.653,0.280,668885
541,Alex Call,WSH,R,OF,OF,15,45,38,5.4,1.1,4.5,1.1,8.9,5.8,1.9,0.1,14.4,8.6,5.4,0.7,0.3,0.3,0.4,0.234,0.333,0.379,0.712,0.272,669743
542,Livan Soto,LAA,L,SS,SS,15,45,40,4.7,0.6,3.9,0.4,8.6,6.2,1.7,0.2,12.5,11.5,4.0,0.4,0.3,0.3,0.2,0.217,0.290,0.314,0.604,0.285,670869
543,Yunior Severino,MIN,S,2B,2B,15,45,41,5.4,1.8,5.5,0.3,9.3,5.5,1.9,0.2,16.7,14.9,3.4,0.5,0.3,0.3,0.1,0.229,0.293,0.412,0.705,0.309,670870
544,Johnathan Rodriguez,CLE,R,OF,OF,15,45,41,5.4,1.7,5.4,0.2,9.8,5.9,2.1,0.2,17.3,13.9,3.3,0.4,0.3,0.3,0.1,0.239,0.298,0.420,0.718,0.315,671286
545,Wenceel Perez,DET,S,SS,SS,15,45,40,4.8,0.7,4.2,1.0,9.6,6.9,1.5,0.5,14.2,8.4,3.9,0.4,0.3,0.3,0.4,0.242,0.312,0.359,0.671,0.287,672761
546,Addison Barger,TOR,L,SS,SS,15,45,40,5.4,1.3,5.1,0.4,9.7,6.1,2.2,0.1,15.9,11.2,4.1,0.4,0.3,0.3,0.2,0.241,0.313,0.399,0.712,0.300,680718
547,Jonah Bride,MIA,R,3B,3B,15,45,38,5.0,0.9,4.2,0.4,8.9,6.2,1.7,0.1,13.5,9.4,5.1,0.8,0.3,0.3,0.2,0.234,0.332,0.356,0.688,0.285,681146
548,Oliver Dunn,MIL,L,2B,2B,15,45,39,5.0,1.1,4.4,0.7,8.3,5.1,1.9,0.2,14.0,14.8,5.1,0.4,0.3,0.3,0.3,0.212,0.305,0.356,0.662,0.303,686554
549,Brady House,WSH,R,3B,3B,15,45,41,4.8,1.1,4.8,0.4,10.1,6.7,2.1,0.2,16.0,12.1,2.2,0.5,0.3,0.3,0.2,0.244,0.287,0.385,0.672,0.314,691781
550,Dillon Dingler,DET,R,C,C,15,45,40,4.6,1.1,4.3,0.3,8.3,5.5,1.6,0.1,13.6,13.6,3.4,0.7,0.3,0.3,0.1,0.210,0.281,0.343,0.624,0.285,693307
551,Darin Ruf,FA,R,DH,DH,15,45,39,5.4,1.4,4.9,0.3,8.6,5.4,1.7,0.1,14.7,13.3,5.1,0.6,0.3,0.2,0.1,0.220,0.315,0.376,0.691,0.292,9929
552,Michael Perez,BAL,L,C,C,15,44,39,4.9,1.4,4.8,0.2,8.0,4.9,1.6,0.1,14.0,11.9,3.8,0.4,0.3,0.3,0.1,0.204,0.277,0.358,0.636,0.251,605421
553,Austin Wynns,CIN,R,C,C,15,44,39,5.1,1.0,4.5,0.4,9.1,6.0,2.1,0.1,14.2,11.0,3.7,0.5,0.3,0.3,0.1,0.230,0.300,0.360,0.660,0.292,642851
554,Jose Herrera,ARI,S,C,C,15,44,39,4.7,0.6,3.8,0.4,8.6,6.4,1.4,0.2,12.2,10.8,4.4,0.4,0.3,0.3,0.1,0.222,0.303,0.315,0.618,0.288,645444
555,Cesar Salazar,HOU,L,C,C,15,44,39,5.0,0.9,4.3,0.5,8.0,5.5,1.4,0.1,12.4,10.4,3.2,1.0,0.3,0.3,0.2,0.205,0.278,0.319,0.597,0.252,663967
556,Rodolfo Castro,PHI,S,2B/SS,2B/SS/ 3B,15,44,40,5.4,1.7,5.3,0.6,8.9,5.5,1.5,0.2,15.8,12.4,3.6,0.5,0.3,0.2,0.3,0.225,0.294,0.398,0.692,0.279,666801
557,Ryan Kreidler,DET,R,SS,SS/3B,15,44,38,4.7,1.1,4.3,0.9,8.2,5.5,1.4,0.1,13.2,12.5,4.1,0.6,0.3,0.3,0.4,0.215,0.296,0.346,0.643,0.284,668952
558,Lazaro Armenteros,OAK,R,OF,OF,15,44,38,4.5,1.2,4.1,0.9,7.6,4.6,1.6,0.2,13.2,16.9,4.1,0.6,0.3,0.3,0.4,0.200,0.282,0.347,0.629,0.315,670860
559,Heliot Ramos,SF,R,OF,OF,15,44,39,4.7,1.2,4.6,0.8,9.1,6.2,1.5,0.2,14.8,12.0,3.3,0.4,0.3,0.3,0.3,0.232,0.295,0.376,0.670,0.300,671218
560,Alexander Canario,CHC,R,OF,OF,15,44,40,5.3,1.7,5.4,0.6,9.2,5.5,1.8,0.2,16.5,12.7,3.3,0.3,0.3,0.3,0.2,0.230,0.291,0.414,0.705,0.290,672744
561,Kevin Smith,NYY,R,SS,SS/3B,15,44,40,4.9,1.6,5.2,0.8,8.7,5.3,1.7,0.1,15.4,13.5,2.7,0.3,0.3,0.3,0.3,0.219,0.270,0.386,0.656,0.284,675656
562,Kyren Paris,LAA,R,SS,SS,15,44,38,5.0,0.9,4.1,1.5,7.9,5.2,1.7,0.1,12.5,14.3,4.9,0.5,0.3,0.3,0.5,0.209,0.303,0.331,0.634,0.305,677347
563,Brett Harris,OAK,R,3B,3B,15,44,39,4.5,0.9,4.1,0.5,8.8,5.9,1.9,0.1,13.7,9.5,3.4,0.7,0.3,0.3,0.2,0.228,0.297,0.354,0.651,0.276,695391
564,Tyler Heineman,BOS,S,DH,C,15,43,38,4.9,0.6,4.1,0.6,9.1,6.5,1.8,0.3,13.1,8.8,3.8,0.6,0.3,0.3,0.2,0.236,0.310,0.342,0.652,0.290,13897
565,Zach Remillard,CHW,R,2B,2B/OF,15,43,38,4.3,0.7,3.7,1.0,8.4,5.9,1.8,0.1,12.4,11.0,3.7,0.6,0.3,0.3,0.4,0.221,0.295,0.326,0.620,0.292,621545
566,Sam Hilliard,COL,L,OF,OF,15,43,38,5.2,1.6,5.1,1.0,8.6,5.4,1.4,0.2,15.3,13.6,4.0,0.3,0.3,0.3,0.3,0.229,0.304,0.408,0.713,0.309,656541
567,Alex Jackson,TB,R,C,C,15,43,39,5.2,1.7,5.2,0.2,8.2,4.7,1.7,0.1,15.3,13.7,3.0,0.7,0.3,0.3,0.1,0.211,0.276,0.393,0.669,0.273,656577
568,Brett Sullivan,SD,L,C,C,15,43,39,4.8,0.8,4.3,0.6,9.0,5.6,2.5,0.1,14.2,7.4,3.3,0.3,0.3,0.3,0.2,0.234,0.296,0.368,0.664,0.268,664954
569,Darick Hall,PHI,L,1B,1B,15,43,39,5.6,1.9,5.7,0.1,9.2,5.4,1.7,0.1,16.9,11.0,3.8,0.4,0.3,0.2,0.1,0.238,0.310,0.437,0.746,0.279,669742
570,Evan White,LAA,R,1B,1B,14,42,38,5.2,1.9,5.5,0.5,8.6,5.0,1.6,0.1,16.0,11.5,3.3,0.5,0.3,0.3,0.2,0.227,0.293,0.426,0.719,0.272,657108
571,Joey Bart,SF,R,C,C,15,42,37,4.3,1.0,3.9,0.3,7.9,5.6,1.2,0.1,12.4,13.6,3.1,0.6,0.3,0.3,0.1,0.212,0.279,0.330,0.609,0.300,663698
572,Tony Kemp,BAL,L,2B/OF,2B/OF,14,39,34,4.7,0.7,4.0,1.1,8.6,5.9,1.8,0.2,12.9,4.6,3.8,0.5,0.3,0.3,0.3,0.253,0.331,0.379,0.710,0.274,14894
573,David Peralta,CHC,L,OF,OF,12,36,33,4.0,0.8,4.0,0.3,8.7,6.0,1.7,0.2,13.3,7.2,2.4,0.3,0.3,0.2,0.1,0.265,0.317,0.404,0.720,0.314,2136
574,Manny Pina,FA,R,C,C,12,36,32,4.2,1.3,4.2,0.3,7.3,4.5,1.4,0.1,12.6,7.7,2.6,0.5,0.3,0.2,0.1,0.224,0.289,0.389,0.678,0.253,2829
575,Jacob Hurtubise,CIN,L,OF,OF,12,35,30,4.2,0.5,3.2,1.3,7.4,5.4,1.2,0.3,10.6,7.4,4.2,0.9,0.3,0.2,0.5,0.248,0.353,0.358,0.710,0.312,674441
576,Rece Hinds,CIN,R,SS,SS,12,35,32,4.2,1.4,4.5,0.7,7.4,3.8,2.0,0.2,13.9,12.2,2.0,0.3,0.3,0.2,0.3,0.228,0.277,0.430,0.707,0.313,677956
577,Romy Gonzalez,BOS,R,2B,2B/OF,12,33,31,3.9,1.0,3.8,1.0,7.1,4.5,1.3,0.3,12.0,10.4,2.0,0.3,0.3,0.2,0.4,0.233,0.281,0.391,0.673,0.317,663853
578,Jose Iglesias,NYM,R,SS,SS,11,32,30,3.2,0.4,3.1,0.3,7.6,5.5,1.6,0.1,10.5,5.3,1.4,0.4,0.2,0.2,0.1,0.253,0.292,0.352,0.644,0.294,10231
579,Hunter Dozier,LAA,R,DH,3B,11,32,29,3.5,1.0,3.6,0.4,6.4,3.8,1.4,0.2,11.0,9.2,2.5,0.3,0.2,0.1,0.2,0.222,0.288,0.384,0.672,0.289,15117
580,Alfonso Rivas III,STL,L,1B,1B,11,32,27,3.6,0.6,3.1,0.4,6.5,4.4,1.3,0.1,9.9,8.7,3.3,0.4,0.2,0.2,0.2,0.236,0.323,0.363,0.686,0.319,663845
581,Jose Fermin,STL,R,DH,2B/3B,11,32,28,3.9,0.7,3.3,0.5,7.0,4.9,1.3,0.1,10.5,4.5,3.2,0.6,0.2,0.2,0.2,0.247,0.330,0.373,0.703,0.271,665877
582,Buddy Kennedy,DET,R,2B,2B,11,32,28,3.2,0.5,2.8,0.3,6.3,4.6,1.1,0.3,9.3,7.3,3.5,0.4,0.2,0.2,0.1,0.230,0.320,0.337,0.657,0.294,671083
583,Hunter Feduccia,LAD,L,C,C,11,32,28,3.6,0.8,3.3,0.1,5.9,3.6,1.4,0.1,9.9,8.6,3.0,0.2,0.2,0.2,0.0,0.211,0.286,0.353,0.640,0.271,676439
584,Pedro Pages,STL,R,C,C,11,32,29,3.5,0.7,3.2,0.2,6.3,4.2,1.3,0.1,10.0,8.1,2.8,0.3,0.2,0.2,0.1,0.219,0.291,0.345,0.636,0.276,686780
585,Joey Loperfido,HOU,L,OF,OF,11,32,28,3.7,0.9,3.5,0.7,6.5,4.4,1.1,0.1,10.6,9.2,2.6,0.3,0.2,0.2,0.3,0.230,0.298,0.373,0.671,0.304,694388
586,Austin Nola,KC,R,C,C,11,31,27,3.5,0.5,3.0,0.2,6.7,4.9,1.3,0.1,9.6,5.5,2.6,0.4,0.2,0.2,0.1,0.249,0.320,0.356,0.676,0.294,15941
587,Eli White,ATL,R,OF,OF,11,31,27,3.6,0.8,3.2,1.0,5.6,3.8,1.0,0.1,9.1,9.9,2.9,0.3,0.2,0.2,0.3,0.208,0.288,0.337,0.626,0.293,642201
588,Chadwick Tromp,ATL,R,C,C,11,31,28,3.6,0.9,3.5,0.2,5.9,3.8,1.1,0.1,9.9,7.9,2.4,0.2,0.2,0.2,0.1,0.213,0.277,0.356,0.633,0.261,644433
589,Coco Montes,COL,R,2B,2B,11,31,28,3.5,0.8,3.4,0.4,6.6,4.4,1.3,0.2,10.7,8.8,2.3,0.3,0.2,0.2,0.2,0.240,0.301,0.387,0.688,0.320,663796
590,Myles Straw,CLE,R,OF,OF,11,31,28,3.3,0.2,2.5,1.2,6.9,5.2,1.4,0.1,9.1,5.6,2.8,0.2,0.2,0.2,0.3,0.249,0.317,0.329,0.646,0.303,664702
591,Jared Young,FA,L,1B,1B,11,31,27,3.6,1.0,3.5,0.3,6.3,4.0,1.2,0.2,10.8,8.1,2.8,0.4,0.2,0.2,0.1,0.231,0.308,0.394,0.702,0.290,676724
592,Chris Roller,MIL,R,OF,OF,11,31,27,3.3,0.7,2.8,0.6,5.5,3.6,1.2,0.1,8.9,9.5,3.3,0.5,0.2,0.2,0.2,0.206,0.301,0.332,0.633,0.287,676896
593,Francisco Mejia,TB,S,C,C,11,30,28,3.4,0.8,3.5,0.2,6.7,4.1,1.7,0.1,11.0,6.8,1.4,0.4,0.2,0.2,0.1,0.240,0.280,0.396,0.677,0.286,16403
594,Christian Arroyo,MIL,R,2B,2B,11,30,28,3.2,0.8,3.2,0.4,6.8,4.5,1.5,0.1,10.7,6.6,1.5,0.4,0.2,0.2,0.2,0.245,0.289,0.384,0.673,0.293,16434
595,Brian Serven,TOR,R,C,C,11,30,27,3.2,0.8,3.0,0.2,5.2,3.2,1.1,0.1,8.9,8.6,1.9,0.4,0.2,0.2,0.1,0.190,0.249,0.326,0.575,0.241,661531
596,Kyle McCann,OAK,L,C,C,11,30,27,2.9,0.8,2.7,0.2,5.0,3.1,1.0,0.1,8.6,11.2,2.3,0.3,0.2,0.2,0.1,0.186,0.254,0.321,0.574,0.278,668832
597,Mike Brosseau,KC,R,DH,3B,11,30,27,3.4,0.9,3.3,0.3,6.0,4.0,1.0,0.1,10.0,8.0,2.2,0.5,0.2,0.2,0.1,0.226,0.293,0.375,0.668,0.285,670712
598,Roberto Perez,BOS,R,C,C,11,29,26,3.3,0.9,3.1,0.3,5.3,3.4,0.8,0.1,9.1,9.5,2.8,0.3,0.2,0.2,0.1,0.205,0.282,0.351,0.633,0.277,2900
599,Tomas Nido,NYM,R,DH,C,11,29,27,3.0,0.5,2.7,0.2,6.0,4.3,1.1,0.1,8.7,7.3,1.5,0.2,0.2,0.2,0.1,0.222,0.265,0.323,0.589,0.282,621512
600,Danny Mendick,CHW,R,DH,2B/3B,11,29,26,3.2,0.6,2.9,0.4,6.4,4.4,1.4,0.1,9.8,5.7,2.2,0.3,0.2,0.2,0.2,0.246,0.308,0.375,0.683,0.291,664901
601,Jake Marisnick,LAA,R,OF,OF,11,28,25,3.1,0.6,2.9,0.7,5.8,3.7,1.2,0.2,9.3,8.5,1.7,0.5,0.2,0.2,0.3,0.226,0.284,0.365,0.649,0.310,11339
602,Aaron Schunk,COL,R,3B,3B,10,28,26,3.0,0.6,2.8,0.5,6.2,4.3,1.1,0.2,9.4,7.2,1.5,0.2,0.2,0.2,0.2,0.242,0.285,0.366,0.651,0.312,668845
603,Maxwell Schuemann,OAK,R,SS,SS,10,28,24,2.7,0.4,2.3,0.8,5.0,3.4,1.1,0.1,7.6,8.0,2.7,0.6,0.2,0.2,0.3,0.206,0.294,0.311,0.605,0.285,680474
604,Luke Williams,ATL,R,3B/OF,2B/3B/ OF,9,26,23,2.9,0.5,2.6,1.1,5.1,3.5,1.0,0.1,7.8,7.0,2.1,0.2,0.2,0.2,0.4,0.222,0.289,0.338,0.628,0.294,663897
605,Carlos Narvaez,NYY,R,C,C,9,26,22,2.8,0.6,2.4,0.2,4.4,2.9,0.8,0.0,7.1,7.6,2.8,0.3,0.2,0.2,0.1,0.201,0.294,0.325,0.619,0.274,665966
606,Andy Pages,LAD,R,OF,OF,9,26,22,3.3,1.0,3.3,0.3,5.0,2.7,1.3,0.1,9.5,7.1,2.5,0.4,0.2,0.2,0.1,0.225,0.310,0.427,0.737,0.279,681624
607,Diego Cartaya,LAD,R,C,C,9,26,23,3.0,1.0,3.0,0.1,4.6,2.6,1.0,0.0,8.6,7.9,2.0,0.4,0.2,0.2,0.0,0.201,0.271,0.375,0.646,0.255,682616
608,Spencer Jones,NYY,L,OF,OF,9,26,23,2.8,0.7,2.8,0.8,5.2,3.2,1.2,0.1,8.6,7.8,1.6,0.2,0.2,0.2,0.3,0.223,0.277,0.372,0.648,0.300,682987
609,Andre Lipcius,LAD,R,3B,3B,9,26,22,3.0,0.6,2.8,0.2,5.4,3.5,1.2,0.1,8.6,5.4,2.7,0.2,0.2,0.1,0.1,0.241,0.321,0.383,0.705,0.289,686531
610,Drake Baldwin,ATL,L,C,C,9,26,23,3.1,0.6,2.8,0.1,5.2,3.4,1.1,0.1,8.3,6.5,2.5,0.3,0.2,0.2,0.0,0.230,0.309,0.368,0.677,0.291,686948
611,Nathan Martorella,SD,L,1B,1B,10,26,23,2.9,0.7,2.8,0.2,5.2,3.1,1.3,0.0,8.8,5.8,2.5,0.2,0.2,0.2,0.1,0.227,0.305,0.384,0.689,0.271,687210
612,Jacob Melton,HOU,L,OF,OF,9,26,23,3.1,1.0,3.2,1.0,5.3,3.4,0.8,0.1,9.2,6.7,2.0,0.2,0.2,0.2,0.4,0.230,0.293,0.400,0.693,0.279,689200
613,Ignacio Alvarez,ATL,R,SS,SS,9,26,23,2.7,0.3,2.2,0.3,4.9,3.8,0.8,0.0,6.7,5.7,2.3,0.3,0.2,0.2,0.1,0.217,0.295,0.294,0.589,0.275,805373
614,Chris Owings,LAD,R,2B,2B/SS,9,25,22,2.8,0.6,2.6,0.3,4.5,2.8,1.0,0.1,7.7,7.7,2.2,0.2,0.2,0.2,0.1,0.208,0.282,0.354,0.635,0.286,10030
615,Jonathan Schoop,FA,R,2B/3B,2B/3B,9,25,23,2.7,0.7,2.8,0.2,5.7,3.8,1.2,0.1,8.9,5.4,1.4,0.3,0.2,0.1,0.1,0.246,0.293,0.388,0.681,0.293,11265
616,Jorge Alfaro,FA,R,DH,C,9,25,23,2.6,0.6,2.6,0.2,5.4,3.7,1.1,0.1,8.4,7.5,1.1,0.4,0.2,0.1,0.1,0.234,0.276,0.363,0.639,0.317,12180
617,Rougned Odor,FA,L,2B,2B/OF,9,25,22,2.9,0.8,2.9,0.3,5.1,3.1,1.1,0.1,8.8,6.1,1.9,0.5,0.2,0.1,0.1,0.227,0.296,0.394,0.691,0.271,12282
618,C.J. Cron,FA,R,1B,1B,9,25,23,2.9,1.0,3.3,0.0,5.3,3.2,1.0,0.1,9.5,6.6,1.9,0.3,0.2,0.0,0.0,0.235,0.302,0.422,0.723,0.283,12546
619,Jake Lamb,PIT,L,DH,1B,9,25,22,2.8,0.7,2.6,0.1,4.9,3.1,1.1,0.0,8.2,7.0,2.7,0.3,0.2,0.1,0.0,0.224,0.314,0.371,0.685,0.293,13329
620,David Dahl,PHI,L,OF,OF,9,25,23,2.7,0.6,2.7,0.2,5.5,3.6,1.2,0.1,8.7,6.1,1.7,0.2,0.2,0.2,0.1,0.240,0.293,0.380,0.673,0.297,13744
621,Jean Segura,FA,R,3B,3B,9,25,23,2.8,0.5,2.6,0.5,6.1,4.5,1.0,0.1,8.7,3.9,1.7,0.3,0.2,0.1,0.2,0.266,0.323,0.384,0.707,0.301,5933
622,Jason Vosler,SEA,L,DH,1B,9,25,22,2.8,0.8,2.7,0.2,4.7,2.7,1.0,0.1,8.3,7.2,2.1,0.2,0.2,0.1,0.1,0.211,0.282,0.374,0.657,0.267,613564
623,Eduardo Escobar,FA,S,3B,1B/2B/ 3B,9,25,23,2.8,0.8,2.9,0.1,5.3,3.4,0.9,0.2,9.0,6.1,1.7,0.1,0.2,0.1,0.1,0.232,0.285,0.394,0.678,0.279,6153
624,Andrew Velazquez,ATL,S,SS,SS,9,25,22,2.7,0.5,2.4,1.4,4.5,3.0,1.0,0.1,7.0,8.1,1.9,0.2,0.2,0.2,0.4,0.203,0.266,0.316,0.583,0.294,623205
625,Brandon Dixon,FA,R,DH,1B/OF,9,25,23,2.7,0.9,2.9,0.3,5.0,3.1,1.0,0.1,8.8,8.4,1.6,0.3,0.2,0.2,0.1,0.218,0.273,0.384,0.657,0.299,641525
626,Cody Thomas,FA,L,DH,OF,9,25,23,2.8,0.8,2.8,0.2,5.1,3.1,1.1,0.2,8.9,7.2,1.6,0.2,0.2,0.1,0.1,0.224,0.277,0.387,0.664,0.288,642137
627,Isan Diaz,FA,L,2B/3B,2B/3B,9,25,22,2.8,0.8,2.7,0.3,4.7,2.9,0.9,0.1,8.1,7.4,2.4,0.2,0.2,0.2,0.1,0.212,0.291,0.367,0.658,0.277,656371
628,Drew Ellis,FA,R,3B,3B,9,25,21,3.0,0.8,2.7,0.2,4.5,2.5,1.0,0.1,8.1,7.0,2.9,0.3,0.2,0.2,0.1,0.208,0.309,0.378,0.687,0.266,656403
629,Adam Haseley,FA,L,OF,OF,9,25,23,2.8,0.5,2.6,0.4,5.5,3.8,1.0,0.2,8.4,5.1,1.7,0.3,0.2,0.1,0.2,0.241,0.299,0.368,0.667,0.287,656514
630,Diego Castillo,BAL,R,2B/SS/ OF,2B/SS/ OF,9,25,22,2.7,0.5,2.4,0.4,5.1,3.6,1.0,0.0,7.5,5.3,2.4,0.2,0.2,0.1,0.2,0.231,0.307,0.342,0.649,0.282,660636
631,Moises Gomez,STL,R,OF,OF,9,25,23,3.0,1.0,3.1,0.2,5.0,2.9,1.0,0.1,9.3,8.3,1.7,0.2,0.2,0.2,0.1,0.219,0.275,0.405,0.680,0.289,664332
632,Blake Rutherford,FA,L,DH,OF,9,25,23,2.8,0.6,2.7,0.3,5.7,3.8,1.2,0.1,8.9,5.7,1.3,0.3,0.2,0.2,0.1,0.248,0.290,0.385,0.675,0.303,666164
633,Conner Capel,CIN,L,OF,OF,9,25,22,2.8,0.7,2.7,0.7,5.0,3.2,1.0,0.1,8.4,6.4,2.4,0.2,0.2,0.1,0.3,0.226,0.305,0.376,0.680,0.284,668843
634,Tim Elko,CHW,R,1B,1B,9,25,23,2.7,0.9,2.9,0.1,5.2,3.1,1.1,0.1,9.3,8.0,1.1,0.2,0.2,0.2,0.0,0.230,0.268,0.405,0.673,0.306,671284
635,George Valera,CLE,L,OF,OF,9,25,22,3.0,0.8,2.7,0.2,4.7,2.8,1.0,0.1,8.4,7.1,2.9,0.3,0.2,0.2,0.1,0.219,0.316,0.389,0.705,0.282,671655
636,Damiano Palmegiani,TOR,R,3B,3B,9,25,22,2.9,0.8,2.8,0.2,4.7,2.6,1.2,0.0,8.5,7.2,2.3,0.3,0.2,0.2,0.1,0.214,0.293,0.384,0.677,0.275,671913
637,Tirso Ornelas,SD,L,OF,OF,9,25,22,2.7,0.5,2.5,0.3,5.2,3.3,1.4,0.1,8.2,5.7,2.1,0.2,0.2,0.2,0.1,0.233,0.299,0.367,0.666,0.288,672359
638,Blake Hunt,SEA,R,C,C,9,25,23,2.6,0.6,2.5,0.2,4.7,2.8,1.3,0.0,7.9,6.5,1.6,0.3,0.2,0.2,0.1,0.210,0.268,0.350,0.619,0.265,675448
639,Greg Jones,COL,S,SS,SS,9,25,23,2.6,0.5,2.4,1.0,5.1,3.6,0.9,0.1,7.9,8.7,1.6,0.3,0.2,0.2,0.3,0.227,0.282,0.348,0.630,0.338,675659
640,Bligh Madris,DET,L,OF,1B/OF,9,25,22,2.5,0.5,2.3,0.4,4.7,3.3,0.7,0.3,7.4,6.8,2.3,0.1,0.2,0.1,0.2,0.214,0.290,0.337,0.627,0.281,676632
641,Luis Vazquez,CHC,R,SS,SS,9,25,23,2.6,0.5,2.4,0.3,5.1,3.6,0.9,0.1,7.8,6.0,1.8,0.3,0.2,0.2,0.1,0.227,0.290,0.345,0.635,0.282,676679
642,Jimmy Herron,COL,R,OF,OF,9,25,22,2.9,0.7,2.7,0.8,5.3,3.6,1.0,0.1,8.6,5.8,2.2,0.3,0.2,0.2,0.3,0.244,0.316,0.395,0.711,0.299,676939
643,Everson Pereira,NYY,R,OF,OF,9,25,23,3.0,0.8,3.0,0.4,5.4,3.4,1.0,0.1,9.1,7.9,1.8,0.3,0.2,0.2,0.2,0.234,0.292,0.398,0.690,0.314,677592
644,Jordan Groshans,NYY,R,3B,3B,9,25,22,2.8,0.4,2.4,0.1,5.3,3.9,0.9,0.1,7.5,5.0,2.6,0.2,0.2,0.2,0.0,0.239,0.318,0.337,0.655,0.289,677954
645,Jorbit Vivas,NYY,L,2B,2B,9,25,22,2.9,0.5,2.5,0.4,5.2,3.6,1.1,0.1,7.9,3.9,2.2,0.6,0.2,0.2,0.2,0.235,0.316,0.354,0.670,0.265,678391
646,Jhonkensy Noel,CLE,R,3B,3B,9,25,23,2.9,0.9,2.9,0.1,5.0,2.9,1.1,0.0,9.0,6.7,1.7,0.3,0.2,0.2,0.1,0.219,0.281,0.395,0.676,0.265,678877
647,Tyler Cropley,KC,R,C,C,9,25,22,2.4,0.4,2.2,0.2,4.5,3.1,0.8,0.1,6.9,6.4,1.7,0.4,0.2,0.2,0.1,0.204,0.268,0.310,0.578,0.262,680418
648,Brennen Davis,CHC,R,OF,OF,9,25,22,2.7,0.6,2.5,0.4,4.7,3.1,0.9,0.1,7.7,6.9,2.1,0.5,0.2,0.2,0.1,0.215,0.294,0.349,0.643,0.278,680695
649,Kevin Alcantara,CHC,R,OF,OF,9,25,23,2.5,0.6,2.4,0.3,5.0,3.5,0.8,0.1,7.8,6.9,1.5,0.2,0.2,0.2,0.1,0.219,0.269,0.339,0.608,0.283,682634
